duration,credit_amount,inst_rate,residence_time,age,num_credits,dependants,phone,foreigner,gender,check_high,check_low,check_mid,check_none,debt_critical,debt_delay,debt_none,debt_noneBank,debt_onSchedule,pur_appliance,pur_business,pur_education,pur_furniture,pur_newCar,pur_other,pur_repairs,pur_retraining,pur_tv,pur_usedCar,sav_large,sav_medium,sav_none,sav_small,sav_xlarge,emp_lessFour,emp_lessOne,emp_lessSeven,emp_moreSeven,emp_unemployed,debtor_coApp,debtor_guarantor,debtor_none,prop_agreement,prop_car,prop_none,prop_realEstate,oi_bank,oi_none,oi_stores,hous_free,hous_own,hous_rent,job_highSkill,job_skilled,job_unskilledNR,job_unskilledR,divorced,married,single,disparity
-0.027390861264608858,-0.00010986538701354605,-0.2876494489686092,0.016089036198449865,0.01660529083484877,-0.19178416634405124,-0.14571672938847235,0.273009889919356,-0.6768794492640824,-0.08082053653640252,0.39745585016018053,-0.5338989962475833,-0.14796918619541713,1.1069806818436099,0.9690668425216432,0.3653977724706929,-0.3301069667174989,-0.4051869322087758,0.2233976334947313,-0.021828065351547566,0.0903348156352862,-0.5843066867694521,0.14314203947488308,-0.5745559074779443,0.473309275838006,-0.30899060832069386,0.404477796247082,0.27532902879070503,0.9256566614944676,0.021813429006430306,-0.06211761753567247,0.5271111465819592,-0.36131930636787696,0.6970806978759521,0.07346815010572627,-0.03245736018121928,0.6600729144118611,0.1400060118970229,-0.01852136667260108,-0.21698253104620213,0.9197854959273774,0.11976538467961899,0.21083619602355053,0.2652726705697385,-0.14319196682593105,0.4896514497934317,0.06824037047476288,0.6579910593536418,0.09633691973238552,0.42781053839889976,0.4065721169520982,-0.011814305790205487,0.17962030188316924,0.12557869929031942,0.3661661850268314,0.151203163360471,-0.0037301299467428495,0.23345340010008944,0.5928450794074436,1.0
-0.027526827417851257,-0.00010962994714975114,-0.29082110010576157,0.015315062176773784,0.016805175545650152,-0.18898883104296044,-0.14650468801593708,0.27634083862070163,-0.6816634029725686,-0.13083032898951777,0.39616023105242043,-0.534386988163439,-0.14769352193883503,1.121668723879376,0.9687453017592521,0.3740322573294628,-0.32693775943873454,-0.40829936739805567,0.2282080125776006,-0.028770951865226425,0.0928361277829014,-0.5776016752055967,0.14738766599644806,-0.581811458456802,0.48171815737791546,-0.30998518012846876,0.4137224953340312,0.28005863132326253,0.91819463267106,0.021055849824023053,-0.06306691134375125,0.5246702196815989,-0.3646362131569939,0.7177254998246457,0.07476268536418487,-0.029249101521242594,0.6639737051757441,0.1456622690381824,-0.019401113227344082,-0.21854348933179435,0.9276602038989954,0.12663173026232608,0.21590682329319055,0.27020040049909116,-0.1430540983736486,0.49269531941088957,0.06359760350694685,0.6641593439853126,0.1079914973372655,0.4309208273600364,0.41065957020304966,-0.005831952733564112,0.179560578315743,0.13244255327770996,0.3696191776757712,0.1541261355602977,0.00013190898815973213,0.23823216748622386,0.5973843683551396,0.7999999999999997
-0.027452650750873095,-0.00011222964441957785,-0.2958547263825623,0.01933275150950666,0.016653634597101837,-0.19139623551171878,-0.1479111983712951,0.28069010719785775,-0.7059688004473853,-0.1865546890610632,0.41402304291263986,-0.5382335003728246,-0.1464954470508882,1.131498723645521,0.9835944312637922,0.3749195416006239,-0.31659811773263813,-0.4126059555851623,0.23148291958783307,-0.012462060020314343,0.0924801572134667,-0.5793106123181824,0.14840313649360162,-0.5788496774375621,0.4767964665143976,-0.31963387722889647,0.4234704802428546,0.283463325542372,0.9264354801327118,0.02842155035720761,-0.06337139337513867,0.5400038195081548,-0.3603009601053693,0.7160398027495932,0.07808954444783045,-0.034075545715191065,0.6760358218443588,0.14753189829862504,-0.006788899741173698,-0.21863265634351203,0.9449667093186168,0.1344587661593433,0.2244169620550662,0.27501283237891566,-0.1320830332476982,0.4934460579481669,0.07390159864339499,0.6723611957779903,0.11453002471306105,0.4413334132725085,0.42017905962305124,-0.0007196537611122559,0.18388050506747522,0.13372832973536122,0.38649163232320644,0.15669235200840062,0.008701387691378714,0.24665074405248544,0.6054406873905862,0.6000000000000005
-0.027748076712446782,-0.00010974517054309617,-0.2969847558227557,0.015774501120933957,0.016971489758400782,-0.1912357248435006,-0.1460786912993666,0.27787595628569656,-0.6860397617977597,-0.22881446620881424,0.41008282178261657,-0.5338209973612679,-0.14986854015710147,1.1331434704019006,0.9903640488083725,0.37624187420547955,-0.3384667854437264,-0.4081416638386289,0.2395392809346515,-0.010975449984969542,0.09478025820438356,-0.583057278831218,0.1489498912876937,-0.587847390826622,0.48004296322001194,-0.30246952726720094,0.4078764005286344,0.2829039192754448,0.9293329690599917,0.029795523670634805,-0.07041819158592122,0.536011130185292,-0.36570413567525806,0.729852428071402,0.07701606039205294,-0.019190155394923178,0.6757472004456011,0.14732926274900324,-0.021365613525585758,-0.21434855754683332,0.9443621317405605,0.12952318047242417,0.21879158607685043,0.27541114517453813,-0.13282436228565075,0.49815838570041016,0.07361533716491925,0.6767362177070854,0.10918519979414507,0.43331052580830254,0.4221674989102451,0.004058729947603561,0.18659234395849145,0.13939661990509566,0.37317217506504874,0.16037561573751236,0.021636303165362563,0.2341882172111119,0.6037122342896748,0.39999999999999986
-0.02793367329824427,-0.0001101966717589849,-0.297280400704932,0.013946919901164536,0.017130983605463227,-0.20086906336048455,-0.14626964611270105,0.28283256380718685,-0.6813121295852349,-0.29926774975261294,0.4118041415675642,-0.5332960432699946,-0.14655645733310052,1.1401573636260023,0.995377751792642,0.3812681903720939,-0.31637375680294455,-0.4234881648147642,0.23532498404344349,-0.02885935100734202,0.09578172881074037,-0.5779668082916651,0.15889870299506687,-0.5681439610689865,0.47599493086313494,-0.32126492082001556,0.4040627376068474,0.28761439270870365,0.9459915527939898,0.04311862703188831,-0.07106771454750149,0.5374380788168932,-0.36474397488854854,0.7273639881777416,0.07594071134992655,-0.034618881318268256,0.6875188415000159,0.15588180734246038,-0.012613474283658537,-0.22008128802892837,0.9507401499373545,0.14145014268204223,0.2272618710255403,0.2796195119421742,-0.13297078106824978,0.49819840269101034,0.08184463215209997,0.6839491944568447,0.10631517798152786,0.4398552246878348,0.4263323412280902,0.005921438674547836,0.1814561042085049,0.14569829508917595,0.38393493221943403,0.16101967307336135,0.019141275259653773,0.2496162611636993,0.6033514681671192,0.19999999999999993
-0.027559470261762774,-0.00011196009101462091,-0.302684538143971,0.015917902687872222,0.017169280880723944,-0.19830658466769183,-0.14673298830060597,0.2780303957925723,-0.714404143771044,-0.3685871984512993,0.4167278667225201,-0.5285402611652761,-0.14438814078755632,1.1507725078125899,0.9955610905544643,0.39762018087480283,-0.32738239014330384,-0.40171190578947963,0.23048499708578926,0.002778857857783542,0.08205096366704023,-0.6120346489885925,0.1516628463762229,-0.5817501261750702,0.49383797187370765,-0.3090526038531478,0.4228183314653625,0.28658709156995954,0.9576732887890101,0.03959977826888454,-0.07437602499060611,0.5407407196744589,-0.35983430476997874,0.7484418043995129,0.07898910207171489,-0.017639872695039947,0.6922538322972923,0.15990574439602143,-0.018936833487714258,-0.2192971507912317,0.9660605506504423,0.14780857272305933,0.22509693123313723,0.29125996443628355,-0.128081697346899,0.5062967742597543,0.08354766394401135,0.6879979155489535,0.1230263930893073,0.44513675187565616,0.4368787926315833,0.012556428075033219,0.19148644977333895,0.14702449067382775,0.38181556495502506,0.1742454671800778,0.03673218203144306,0.23989898138451088,0.6179408091663228,0.0
-0.02829539885462793,-0.00011064564027484913,-0.29953982221358844,0.015457184589075721,0.016591832004322505,-0.19617772960844493,-0.1479656604794462,0.301061640132812,-0.7346746705890993,-0.41614468829877915,0.41765868420738655,-0.5349843522480731,-0.1394589022712144,1.1583176108478555,1.0072393616732773,0.38671324865416623,-0.3216053384145251,-0.41332603811927476,0.24251180674231462,-0.014200158776225285,0.08583585941775258,-0.5895392573642659,0.16616497821092427,-0.5809320618537144,0.4819654542776496,-0.3326547806002638,0.41744650168811803,0.2986711691901278,0.9687753363458558,0.029576549438298745,-0.05633900261252939,0.5600699975476363,-0.36039793265496767,0.7286234288175183,0.08077226583593923,-0.03284927845609358,0.6849882916568055,0.17165556417363312,-0.003033802674325601,-0.23099148369301767,0.9872346255645204,0.1452898986644606,0.22427849241603648,0.2906064954406446,-0.12090478001075615,0.5075528326900318,0.08955718565622714,0.7034887391935071,0.10848711568622582,0.4465988156919641,0.44523299793910837,0.009701226904886374,0.1849854919348166,0.1494435495223126,0.3891505362955514,0.17795346278327784,0.0415438702683847,0.2412203637383116,0.6187688065292619,-0.2
-0.028230751635716405,-0.0001140604347047934,-0.30772539897635776,0.0162905252565287,0.016960964489507003,-0.1992320144701952,-0.1433129305280016,0.2986300074080381,-0.7301658974320666,-0.4991838664269537,0.42526319838904825,-0.5345742731565771,-0.13981643736947763,1.1710065412960529,1.0168654626185318,0.3922788500037312,-0.3204593707222088,-0.416379886634263,0.2495739738932584,-0.02498322656522359,0.09095931216909203,-0.5911001596514202,0.1550166238912901,-0.5966567093303481,0.5046778806505217,-0.3235237062610777,0.4236386408660031,0.30597422250575795,0.9778761508844509,0.03726891876483689,-0.04825504019463178,0.5563251943749771,-0.37514586457323723,0.7516858207871003,0.0885213713302331,-0.024024896472863676,0.6870562909581747,0.1635197459296323,0.006806517413870425,-0.2227582038437092,0.9838177857415757,0.16081944726117545,0.22909995939466934,0.2958050250701474,-0.12597323007092234,0.5229472747651505,0.07986553699155573,0.7077439838418678,0.13426950832562634,0.45945806123287414,0.4404588958054537,0.021962072120718636,0.19855717616547047,0.15277657299360006,0.40677533559766543,0.16376994440230777,0.034831613776935916,0.24972989631030323,0.6373175190718087,-0.3999999999999999
-0.027811507481188637,-0.00011752767462040971,-0.30468783950563233,0.01819400242811407,0.016454098170939846,-0.19962306242562605,-0.12075401050640347,0.2896456083017568,-0.7561551103065738,-0.5474144227163422,0.41399852660737985,-0.5449000597905946,-0.12503036040205623,1.1732902322076195,1.020474287740544,0.3884288241496736,-0.332109707380433,-0.4110439217850035,0.25160885589757,-0.02074687218907775,0.06503789400856114,-0.5883259347898263,0.16124207629010756,-0.600946455000749,0.48563999072461944,-0.3036828581937352,0.43494814316841846,0.30150439997570627,0.9826879546283258,0.027273902571662054,-0.0592324921029871,0.5602783728057584,-0.36236607041778357,0.7514046257657018,0.08067775641429252,-0.03589508024819549,0.6964637966503122,0.16122368357136782,0.014888182234575466,-0.21787379979818425,0.9654649103258616,0.1697672280946697,0.22605069337251785,0.2862018287185417,-0.10971096642328743,0.5148167829545762,0.08834081898628239,0.7114719468164474,0.11754557281962252,0.44133273291762604,0.45962754975343195,0.016398055951292265,0.19713407120423884,0.15833692046754666,0.3852447677146372,0.1766425792359296,0.044732324493573256,0.2547891342812401,0.6178368798475391,-0.6000000000000005
-0.028722400471653625,-0.00011340003971358903,-0.3110877398828228,0.01947930510567429,0.016925512129360915,-0.1977011548967449,-0.1360546123926597,0.3037064190239167,-0.7992335059169067,-0.6219998573125006,0.4075465706509466,-0.535635444765207,-0.12956035041295058,1.2021031432529372,1.0089228897270184,0.40513833939101923,-0.3291783079945894,-0.40909428282554644,0.2686652804278231,-0.020230314372832653,0.07654532226538509,-0.6090768776027096,0.15873581033395726,-0.6071955342442523,0.5229663292118224,-0.3364730895976825,0.4662874940179649,0.29293700708527426,0.9999577716287971,0.04873813246922861,-0.04576694151764458,0.5568706011977127,-0.3738118427021268,0.7584239692785572,0.10658506276423622,-0.029683814925728157,0.6957658777215674,0.18803742124696415,-0.01625062808131511,-0.2014059889001103,0.9778443623480435,0.1680155452777913,0.24643825786161502,0.29433897405266846,-0.12873249695063904,0.5324091837620798,0.08984174817024457,0.7315489395742618,0.12306323098121855,0.46583886509997063,0.45944039138090226,0.019174662244854257,0.18270645095691632,0.14585756953469006,0.45335048395691174,0.16253941427720636,0.04083725238028073,0.2618820557809065,0.6417346105645377,-0.7999999999999997
-0.029114489556479127,-0.00010983545196359065,-0.3081939684058667,0.018978801499698442,0.015693692325840027,-0.19883156834264237,-0.13375655297597663,0.30981688642339056,-0.8122561979800197,-0.6712423663193873,0.40336674932524164,-0.5449800552013473,-0.11996277566455787,1.2100439809332724,1.0304853534502325,0.3830281160856944,-0.34025212237526953,-0.3966661499485275,0.2718727021804818,-0.023436186337498097,0.06298539366196419,-0.6305247415116813,0.1653506041855408,-0.5971878310528684,0.531591314255461,-0.32223056943906686,0.45440274113580925,0.30308065557993,1.0044365189150184,0.02247300575110391,-0.026465029715830993,0.5752995752870852,-0.3583850598509932,0.735545407921244,0.10597932559632975,-0.015651441338846432,0.6904472723712861,0.17431348509186143,-0.006620742328020388,-0.21686609594161438,0.9952439261509209,0.17009006918330477,0.24529829789542767,0.3032915268902769,-0.13275868190236384,0.5326367565092697,0.10239934605472392,0.7280304367277879,0.11803811661010088,0.47829201646761194,0.4565613796654764,0.013614503259524846,0.16841235901531335,0.1666969292727921,0.4393927326013781,0.1739658785031283,0.05021602194335095,0.26261824177399967,0.6356336356752575,-1.0
