disparity,sampling,coef,dset,cfRate,tcfRate,eoRate,spRate,accuracy
1.0,under,0.5718967796616143,Income,0.4995696235982121,0.7030166576202234,0.8432222771893931,0.29370918796082385,0.8511452256677926
0.7999999999999997,under,0.28818388337712714,Income,0.6988009769765205,0.8401334160320174,0.9443229912801856,0.35413819943512626,0.8511329444273871
0.6000000000000005,under,0.05569049942264615,Income,0.9296675356614268,0.969623111347218,1.0300169975546056,0.410138539254816,0.8499478047282777
0.3999999999999999,under,-0.14422558691281695,Income,1.1897381700480947,1.0959675467720842,1.123186399880896,0.47173323241655296,0.8485354620816702
0.19999999999999996,under,-0.3385895496260007,Income,1.5075136804462623,1.2329531543243513,1.2120740726766832,0.5360840741826349,0.8471108381946577
0.0,under,-0.4962187502913444,Income,1.7870262331353397,1.3492885492037752,1.2992314447854043,0.5961869361324469,0.8453300583358918
-0.2,under,-0.6776788180605559,Income,2.2380686515363335,1.5223911139651107,1.4338453935800095,0.6913819167007628,0.8426895916487567
-0.3999999999999999,under,-0.8873735934027195,Income,2.837359092610081,1.7304909930910417,1.5898901471963152,0.8041604834319561,0.8389990789069697
-0.6000000000000005,under,-1.0766260188123484,Income,3.583971742437932,1.970825795956052,1.780331072456682,0.9400364200627027,0.8348050353085662
-0.7999999999999997,under,-1.3089006108981869,Income,4.840505367813603,2.3241972149749466,2.061861920557227,1.1316654680403342,0.8289591648756519
-1.0,under,-1.6637549072137463,Income,7.575068154259821,2.9590199571547804,2.506131420374205,1.4314914680477797,0.8199385937979735
1.0,over,0.6992662111014911,Income,0.41490891809469804,0.6377441648966249,0.8152187479761179,0.29281554448602937,0.8495732268959165
0.7999999999999997,over,0.2706544471343389,Income,0.7273549493459206,0.8544871095021018,0.9322531259811566,0.35999362907705534,0.8487442431685599
0.6000000000000005,over,0.11090770134017737,Income,0.8687812475128467,0.9371349973603921,1.0083250334237193,0.40759075733301553,0.8478231501381641
0.3999999999999999,over,-0.07519266540686984,Income,1.087241792952033,1.047279027544792,1.1193958258158236,0.4814629429123728,0.8470555726128339
0.19999999999999996,over,-0.3496423889558368,Income,1.5187255156466581,1.2338545146954083,1.2155328009559478,0.5451278978780929,0.8460178077985878
0.0,over,-0.4879920725824542,Income,1.7775393125457182,1.3400676848387791,1.3051773593991944,0.6128205453870806,0.8439177156892851
-0.2,over,-0.705016216075268,Income,2.2958706335551753,1.5295532717642362,1.4297996936283732,0.6973122012312373,0.8422781700951796
-0.3999999999999999,over,-0.8929840159266842,Income,2.893828555743043,1.7319362950269563,1.58324535362829,0.8049318118897891,0.8385876573533928
-0.6000000000000005,over,-1.082915331557602,Income,3.627665889023519,1.9666016934312467,1.7781418107255724,0.9428549237895043,0.8344980042984343
-0.7999999999999997,over,-1.3082263902810134,Income,4.856896132826359,2.3224052717660064,2.0600340058201065,1.1425039237430845,0.8276757752533007
-1.0,over,-1.6406594499225111,Income,7.472032353689601,2.9297330696048376,2.514097607733069,1.4457235178126588,0.8192140006140616
1.0,smote,0.5672316243406046,Income,0.49916082349776725,0.7067482285463776,0.8034692321264,0.2950630436153423,0.8501443045747621
0.7999999999999997,smote,0.40077828651282055,Income,0.6158058682199009,0.7828931279413703,0.918634884258122,0.35744430022070384,0.8503162419404359
0.6000000000000005,smote,0.13386488622483714,Income,0.8552676748688232,0.926194336797696,1.0024869969591632,0.41538492252812853,0.8491618053423398
0.3999999999999999,smote,-0.04844336019573583,Income,1.0512444887399428,1.029556783818276,1.1071746727977172,0.48716215200804475,0.8478354313785688
0.19999999999999996,smote,-0.27700848441102804,Income,1.3673418626370217,1.1750398195499503,1.1834860195235244,0.5419962422522548,0.8464292293521646
0.0,smote,-0.4311200111848103,Income,1.6375737842097944,1.2909394499324591,1.2811654302450748,0.6106836483134783,0.8449739023641389
-0.2,smote,-0.6193562831059206,Income,2.0081087539187994,1.4442966513774411,1.3896777736546535,0.6927538657505244,0.8425667792447036
-0.3999999999999999,smote,-0.7393875563037022,Income,2.309058454567831,1.5664239716536814,1.5282136153844703,0.7900922217206167,0.8390789069696036
-0.6000000000000005,smote,-0.9712621248567104,Income,3.0024366009720733,1.8068997752302745,1.703626785522648,0.9116706552436784,0.8351796131409271
-0.7999999999999997,smote,-1.1902574978470577,Income,3.8451174994983646,2.08121950730434,1.9395631063983816,1.0691801267649534,0.8292170709241635
-1.0,smote,-1.4951757616989982,Income,5.370995250529908,2.5046414294377177,2.303037515428913,1.3106717347374774,0.8213816395455938
1.0,psp,0.5746707915000122,Income,0.48894495768483776,0.7045223927268897,0.8174741265312884,0.29645242302471514,0.8525882714154129
0.7999999999999997,psp,-0.3535719952536686,Income,1.4706266043532994,1.2181172804259974,1.08028026155286,0.46658583400545983,0.8500153515505063
0.6000000000000005,psp,-0.9864847753333634,Income,2.604918032659041,1.6732136763215502,1.2857414317536435,0.6376720841497874,0.8453484801964999
0.3999999999999999,psp,-1.439052385163199,Income,3.2197964804365005,1.9797282288766167,1.390847847472615,0.7370379236899467,0.8418299048203867
0.19999999999999996,psp,-1.9237755075337983,Income,4.369523010732894,2.340813252149455,1.5650688010678264,0.8902399813115442,0.8363279091188213
0.0,psp,-2.3727909942385645,Income,5.635604725408949,2.619401136974313,1.774856698225224,1.1240870501132665,0.8291986490635556
-0.2,psp,-2.843049254148148,Income,6.9760098469794185,2.864342421031868,1.9869238824501556,1.377251641845559,0.8219220141234264
-0.3999999999999999,psp,-3.4360247976639027,Income,8.777436412438393,3.1947122789445985,2.2074232502272144,1.6532293706531513,0.8140620202640467
-0.6000000000000005,psp,-3.988253877618568,Income,11.688592524867238,3.643570224802084,2.4888300742577307,1.9855279146075415,0.8051335584894075
-0.7999999999999997,psp,-4.702409623908211,Income,15.932784512708885,4.247953140456128,2.7664689589380895,2.298964657724631,0.7980288609149523
-1.0,psp,-5.624816880368676,Income,23.923027215201653,5.247584745330304,3.352416436993176,2.872053770151977,0.7895977893767271
